#SYNTHETIC dense correlation matrix
1 0.86792043 0.79422841 0.70253943 0.55061819 0.34155448 0.14560666 -0.049415238 -0.29180983 -0.4810539 -0.66071121 -0.81025951 -0.86981476 -0.88893631 -0.85272501 -0.75495007 -0.60786858 -0.47176632 -0.24508386 -0.040607516 0.21817752 0.38296754 0.58331094 0.77907659
0.86792043 1 0.88971269 0.83478425 0.73598867 0.55316532 0.36716299 0.20100636 -0.067108248 -0.28458351 -0.4813232 -0.69497172 -0.81791884 -0.88228652 -0.88899433 -0.84972431 -0.75564905 -0.65051639 -0.4676267 -0.26956054 -0.0051279559 0.16764924 0.38109242 0.62008502
0.79422841 0.88971269 1 0.89160259 0.80977538 0.66346831 0.53270522 0.35190022 0.11503558 -0.12338963 -0.33563991 -0.59195549 -0.73344833 -0.82780566 -0.89756917 -0.89065021 -0.83388218 -0.76532134 -0.5989968 -0.43787074 -0.19384051 -0.0090357135 0.24035301 0.48961335
0.70253943 0.83478425 0.89160259 1 0.89465098 0.79654192 0.6759386 0.53416047 0.31679371 0.07761952 -0.15208722 -0.43050906 -0.60604075 -0.72405626 -0.83172595 -0.89481193 -0.88996296 -0.84624108 -0.74317522 -0.61079422 -0.36812913 -0.21506344 0.01356333 0.31436129
0.55061819 0.73598867 0.80977538 0.89465098 1 0.85638877 0.78919928 0.68916354 0.47724414 0.27425916 0.057865935 -0.24598092 -0.43878365 -0.5969664 -0.7334237 -0.83497466 -0.88982012 -0.88310391 -0.83411941 -0.72233789 -0.54746573 -0.39992866 -0.17032367 0.12002793
0.34155448 0.55316532 0.66346831 0.79654192 0.85638877 1 0.85771085 0.79085934 0.65093777 0.45384456 0.26201726 -0.0081169951 -0.21486415 -0.40202935 -0.57457988 -0.73770406 -0.83583429 -0.86481172 -0.88343787 -0.82077134 -0.701673 -0.57817441 -0.38674734 -0.10833361
0.14560666 0.36716299 0.53270522 0.6759386 0.78919928 0.85771085 1 0.86620448 0.77512783 0.62321453 0.46361507 0.19032975 -0.023195308 -0.20544026 -0.41704123 -0.57916108 -0.74338111 -0.82286365 -0.88342298 -0.86796218 -0.79784324 -0.71621298 -0.54591197 -0.30160675
-0.049415238 0.20100636 0.35190022 0.53416047 0.68916354 0.79085934 0.86620448 1 0.85304892 0.74165101 0.61424192 0.35928141 0.16355969 -0.019212594 -0.22537689 -0.43466302 -0.64177343 -0.72000855 -0.84532593 -0.8656159 -0.87627392 -0.8000513 -0.68514745 -0.48289241
-0.29180983 -0.067108248 0.11503558 0.31679371 0.47724414 0.65093777 0.77512783 0.85304892 1 0.82093504 0.75652273 0.57345149 0.40933401 0.23724252 0.020867123 -0.20655208 -0.41851079 -0.55470976 -0.73808712 -0.81243787 -0.86055436 -0.8933069 -0.81099645 -0.6655538
-0.4810539 -0.28458351 -0.12338963 0.07761952 0.27425916 0.45384456 0.62321453 0.74165101 0.82093504 1 0.84719192 0.7223741 0.59769622 0.4607277 0.26105119 0.027288631 -0.18986125 -0.32982901 -0.5399338 -0.6796936 -0.80645141 -0.87670244 -0.86752954 -0.78963156
-0.66071121 -0.4813232 -0.33563991 -0.15208722 0.057865935 0.26201726 0.46361507 0.61424192 0.75652273 0.84719192 1 0.82505051 0.72889099 0.63278084 0.4567898 0.26275847 0.024524821 -0.12886638 -0.36830801 -0.54093475 -0.71318319 -0.79871373 -0.86282198 -0.87355972
-0.81025951 -0.69497172 -0.59195549 -0.43050906 -0.24598092 -0.0081169951 0.19032975 0.35928141 0.57345149 0.7223741 0.82505051 1 0.83814383 0.79795719 0.67371368 0.50260602 0.31545735 0.15228536 -0.091130709 -0.29198585 -0.50664375 -0.64903721 -0.77860338 -0.86357333
-0.86981476 -0.81791884 -0.73344833 -0.60604075 -0.43878365 -0.21486415 -0.023195308 0.16355969 0.40933401 0.59769622 0.72889099 0.83814383 1 0.86254644 0.80020907 0.67699038 0.50181129 0.36125424 0.13805925 -0.078013337 -0.32870145 -0.47772266 -0.64632392 -0.82867167
-0.88893631 -0.88228652 -0.82780566 -0.72405626 -0.5969664 -0.40202935 -0.20544026 -0.019212594 0.23724252 0.4607277 0.63278084 0.79795719 0.86254644 1 0.87394171 0.78189687 0.64159606 0.52055323 0.30324609 0.08841842 -0.16092939 -0.33823555 -0.5407108 -0.73653247
-0.85272501 -0.88899433 -0.89756917 -0.83172595 -0.7334237 -0.57457988 -0.41704123 -0.22537689 0.020867123 0.26105119 0.4567898 0.67371368 0.80020907 0.87394171 1 0.86518474 0.78482879 0.69623012 0.4848603 0.32303145 0.035586273 -0.13446276 -0.3590457 -0.60436447
-0.75495007 -0.84972431 -0.89065021 -0.89481193 -0.83497466 -0.73770406 -0.57916108 -0.43466302 -0.20655208 0.027288631 0.26275847 0.50260602 0.67699038 0.78189687 0.86518474 1 0.87216618 0.80818586 0.66229215 0.506028 0.26673518 0.097222725 -0.13080055 -0.42302562
-0.60786858 -0.75564905 -0.83388218 -0.88996296 -0.88982012 -0.83583429 -0.74338111 -0.64177343 -0.41851079 -0.18986125 0.024524821 0.31545735 0.50181129 0.64159606 0.78482879 0.87216618 1 0.87033589 0.79853684 0.6662456 0.47975527 0.30731411 0.089969688 -0.20620528
-0.47176632 -0.65051639 -0.76532134 -0.84624108 -0.88310391 -0.86481172 -0.82286365 -0.72000855 -0.55470976 -0.32982901 -0.12886638 0.15228536 0.36125424 0.52055323 0.69623012 0.80818586 0.87033589 1 0.8556509 0.77112436 0.6093626 0.45772544 0.24157076 -0.040068488
-0.24508386 -0.4676267 -0.5989968 -0.74317522 -0.83411941 -0.88343787 -0.88342298 -0.84532593 -0.73808712 -0.5399338 -0.36830801 -0.091130709 0.13805925 0.30324609 0.4848603 0.66229215 0.79853684 0.8556509 1 0.84813979 0.77123325 0.6510241 0.47206624 0.20230673
-0.040607516 -0.26956054 -0.43787074 -0.61079422 -0.72233789 -0.82077134 -0.86796218 -0.8656159 -0.81243787 -0.6796936 -0.54093475 -0.29198585 -0.078013337 0.08841842 0.32303145 0.506028 0.6662456 0.77112436 0.84813979 1 0.83793793 0.77543977 0.64173506 0.40713076
0.21817752 -0.0051279559 -0.19384051 -0.36812913 -0.54746573 -0.701673 -0.79784324 -0.87627392 -0.86055436 -0.80645141 -0.71318319 -0.50664375 -0.32870145 -0.16092939 0.035586273 0.26673518 0.47975527 0.6093626 0.77123325 0.83793793 1 0.84384848 0.77247677 0.61487219
0.38296754 0.16764924 -0.0090357135 -0.21506344 -0.39992866 -0.57817441 -0.71621298 -0.8000513 -0.8933069 -0.87670244 -0.79871373 -0.64903721 -0.47772266 -0.33823555 -0.13446276 0.097222725 0.30731411 0.45772544 0.6510241 0.77543977 0.84384848 1 0.83762201 0.73227046
0.58331094 0.38109242 0.24035301 0.01356333 -0.17032367 -0.38674734 -0.54591197 -0.68514745 -0.81099645 -0.86752954 -0.86282198 -0.77860338 -0.64632392 -0.5407108 -0.3590457 -0.13080055 0.089969688 0.24157076 0.47206624 0.64173506 0.77247677 0.83762201 1 0.82535119
0.77907659 0.62008502 0.48961335 0.31436129 0.12002793 -0.10833361 -0.30160675 -0.48289241 -0.6655538 -0.78963156 -0.87355972 -0.86357333 -0.82867167 -0.73653247 -0.60436447 -0.42302562 -0.20620528 -0.040068488 0.20230673 0.40713076 0.61487219 0.73227046 0.82535119 1
