bin_low_or_state	bin_high	SYNTHETIC_replica_1	SYNTHETIC_replica_2	SYNTHETIC_replica_3
1.3177925	1.3440273437499999	0.006666666666666667	0.0	0.0
1.3440273437499999	1.3702621874999998	0.0033333333333333335	0.0	0.002777777777777778
1.3702621874999998	1.39649703125	0.013333333333333334	0.0	0.013888888888888888
1.39649703125	1.422731875	0.01	0.0	0.013888888888888888
1.422731875	1.44896671875	0.023333333333333334	0.016666666666666666	0.030555555555555555
1.44896671875	1.4752015625	0.03333333333333333	0.0125	0.019444444444444445
1.4752015625	1.5014364062499999	0.08666666666666667	0.08333333333333333	0.013888888888888888
1.5014364062499999	1.52767125	0.06	0.07916666666666666	0.019444444444444445
1.52767125	1.55390609375	0.08333333333333333	0.09166666666666666	0.005555555555555556
1.55390609375	1.5801409375	0.06333333333333334	0.029166666666666667	0.0
1.5801409375	1.60637578125	0.05333333333333334	0.0125	0.002777777777777778
1.60637578125	1.6326106249999999	0.07	0.0375	0.002777777777777778
1.6326106249999999	1.65884546875	0.08333333333333333	0.041666666666666664	0.011111111111111112
1.65884546875	1.6850803124999998	0.06	0.03333333333333333	0.005555555555555556
1.6850803124999998	1.71131515625	0.03666666666666667	0.05	0.05277777777777778
1.71131515625	1.73755	0.01	0.09166666666666666	0.08333333333333333
1.73755	1.7637848437499999	0.05333333333333334	0.0625	0.05
1.7637848437499999	1.7900196875	0.08	0.04583333333333333	0.08055555555555556
1.7900196875	1.8162545312499998	0.07666666666666666	0.05416666666666667	0.05555555555555555
1.8162545312499998	1.842489375	0.07	0.0625	0.05555555555555555
1.842489375	1.86872421875	0.016666666666666666	0.05	0.06111111111111111
1.86872421875	1.8949590625	0.006666666666666667	0.041666666666666664	0.025
1.8949590625	1.92119390625	0.0	0.05	0.025
1.92119390625	1.9474287499999998	0.0	0.03333333333333333	0.07777777777777778
1.9474287499999998	1.97366359375	0.0	0.016666666666666666	0.07222222222222222
1.97366359375	1.9998984375	0.0	0.004166666666666667	0.058333333333333334
1.9998984375	2.02613328125	0.0	0.0	0.05277777777777778
2.02613328125	2.052368125	0.0	0.0	0.03611111111111111
2.052368125	2.07860296875	0.0	0.0	0.022222222222222223
2.07860296875	2.1048378125	0.0	0.0	0.019444444444444445
2.1048378125	2.1310726562499998	0.0	0.0	0.022222222222222223
2.1310726562499998	2.1573075	0.0	0.0	0.008333333333333333
