bin_low_or_state	bin_high	SYNTHETIC_replica_1	SYNTHETIC_replica_2	SYNTHETIC_replica_3
17.797279	17.8147919375	0.013333333333333334	0.0	0.0
17.8147919375	17.832304875	0.05	0.004166666666666667	0.0
17.832304875	17.8498178125	0.04666666666666667	0.004166666666666667	0.0
17.8498178125	17.86733075	0.07	0.025	0.0
17.86733075	17.8848436875	0.043333333333333335	0.05	0.005555555555555556
17.8848436875	17.902356625	0.056666666666666664	0.03333333333333333	0.022222222222222223
17.902356625	17.9198695625	0.03333333333333333	0.041666666666666664	0.044444444444444446
17.9198695625	17.9373825	0.03333333333333333	0.041666666666666664	0.06388888888888888
17.9373825	17.9548954375	0.02666666666666667	0.016666666666666666	0.05277777777777778
17.9548954375	17.972408375	0.03666666666666667	0.041666666666666664	0.05
17.972408375	17.9899213125	0.02	0.016666666666666666	0.075
17.9899213125	18.00743425	0.03333333333333333	0.0375	0.030555555555555555
18.00743425	18.0249471875	0.03	0.029166666666666667	0.022222222222222223
18.0249471875	18.042460125	0.013333333333333334	0.025	0.041666666666666664
18.042460125	18.0599730625	0.03333333333333333	0.0125	0.025
18.0599730625	18.077486	0.023333333333333334	0.020833333333333332	0.044444444444444446
18.077486	18.0949989375	0.03333333333333333	0.025	0.016666666666666666
18.0949989375	18.112511875	0.03	0.029166666666666667	0.03333333333333333
18.112511875	18.1300248125	0.023333333333333334	0.0375	0.03888888888888889
18.1300248125	18.14753775	0.043333333333333335	0.03333333333333333	0.022222222222222223
18.14753775	18.1650506875	0.023333333333333334	0.041666666666666664	0.027777777777777776
18.1650506875	18.182563625	0.05333333333333334	0.041666666666666664	0.030555555555555555
18.182563625	18.2000765625	0.056666666666666664	0.041666666666666664	0.03611111111111111
18.2000765625	18.217589500000003	0.056666666666666664	0.05416666666666667	0.03333333333333333
18.217589500000003	18.2351024375	0.043333333333333335	0.058333333333333334	0.027777777777777776
18.2351024375	18.252615375	0.05333333333333334	0.058333333333333334	0.03611111111111111
18.252615375	18.270128312500002	0.016666666666666666	0.09583333333333334	0.041666666666666664
18.270128312500002	18.28764125	0.0033333333333333335	0.05	0.03888888888888889
18.28764125	18.3051541875	0.0	0.025	0.03611111111111111
18.3051541875	18.322667125000002	0.0	0.004166666666666667	0.06388888888888888
18.322667125000002	18.3401800625	0.0	0.004166666666666667	0.030555555555555555
18.3401800625	18.357693	0.0	0.0	0.008333333333333333
